date,open,high,low,close,volume,average,barCount
2024-06-05 05:50:00-04:00,1.087635,1.087675,1.087525,1.087555,-1.0,-1.0,-1
2024-06-05 05:55:00-04:00,1.087555,1.0876,1.08735,1.08736,-1.0,-1.0,-1
2024-06-05 06:00:00-04:00,1.08736,1.08736,1.08712,1.087165,-1.0,-1.0,-1
2024-06-05 06:05:00-04:00,1.087165,1.08721,1.0868,1.086875,-1.0,-1.0,-1
2024-06-05 06:10:00-04:00,1.086875,1.08689,1.08665,1.086865,-1.0,-1.0,-1
2024-06-05 06:15:00-04:00,1.086865,1.086975,1.086825,1.086825,-1.0,-1.0,-1
2024-06-05 06:20:00-04:00,1.086825,1.086905,1.086665,1.08685,-1.0,-1.0,-1
2024-06-05 06:25:00-04:00,1.08685,1.086865,1.08664,1.086675,-1.0,-1.0,-1
2024-06-05 06:30:00-04:00,1.086675,1.086675,1.086495,1.0866,-1.0,-1.0,-1
2024-06-05 06:35:00-04:00,1.0866,1.086685,1.086575,1.08663,-1.0,-1.0,-1
2024-06-05 06:40:00-04:00,1.08663,1.08672,1.0866,1.086675,-1.0,-1.0,-1
2024-06-05 06:45:00-04:00,1.086675,1.086895,1.086675,1.086865,-1.0,-1.0,-1
2024-06-05 06:50:00-04:00,1.086865,1.08694,1.08681,1.086825,-1.0,-1.0,-1
2024-06-05 06:55:00-04:00,1.086825,1.086905,1.08682,1.08686,-1.0,-1.0,-1
2024-06-05 07:00:00-04:00,1.08686,1.0869,1.086735,1.086745,-1.0,-1.0,-1
2024-06-05 07:05:00-04:00,1.086745,1.08675,1.086505,1.086505,-1.0,-1.0,-1
2024-06-05 07:10:00-04:00,1.086505,1.086505,1.086155,1.086165,-1.0,-1.0,-1
2024-06-05 07:15:00-04:00,1.086165,1.086375,1.086165,1.086275,-1.0,-1.0,-1
2024-06-05 07:20:00-04:00,1.086275,1.086305,1.086155,1.08628,-1.0,-1.0,-1
2024-06-05 07:25:00-04:00,1.08628,1.086375,1.086245,1.08628,-1.0,-1.0,-1
2024-06-05 07:30:00-04:00,1.08628,1.08628,1.08598,1.086175,-1.0,-1.0,-1
2024-06-05 07:35:00-04:00,1.086175,1.08643,1.08615,1.086355,-1.0,-1.0,-1
2024-06-05 07:40:00-04:00,1.086355,1.086565,1.086295,1.086405,-1.0,-1.0,-1
2024-06-05 07:45:00-04:00,1.086405,1.086625,1.086335,1.086595,-1.0,-1.0,-1
2024-06-05 07:50:00-04:00,1.086595,1.08678,1.08656,1.086775,-1.0,-1.0,-1
2024-06-05 07:55:00-04:00,1.086775,1.08693,1.086705,1.08681,-1.0,-1.0,-1
2024-06-05 08:00:00-04:00,1.08681,1.08703,1.086805,1.08703,-1.0,-1.0,-1
2024-06-05 08:05:00-04:00,1.08703,1.087265,1.08695,1.08722,-1.0,-1.0,-1
2024-06-05 08:10:00-04:00,1.08722,1.087375,1.087195,1.087255,-1.0,-1.0,-1
2024-06-05 08:15:00-04:00,1.087255,1.08774,1.08721,1.08739,-1.0,-1.0,-1
2024-06-05 08:20:00-04:00,1.08739,1.08767,1.08734,1.087415,-1.0,-1.0,-1
2024-06-05 08:25:00-04:00,1.087415,1.087615,1.087355,1.087575,-1.0,-1.0,-1
2024-06-05 08:30:00-04:00,1.087575,1.087635,1.087255,1.087385,-1.0,-1.0,-1
2024-06-05 08:35:00-04:00,1.087385,1.08767,1.08738,1.08757,-1.0,-1.0,-1
2024-06-05 08:40:00-04:00,1.08757,1.08788,1.08747,1.08783,-1.0,-1.0,-1
2024-06-05 08:45:00-04:00,1.08783,1.088085,1.087785,1.08791,-1.0,-1.0,-1
2024-06-05 08:50:00-04:00,1.08791,1.088265,1.087905,1.088205,-1.0,-1.0,-1
2024-06-05 08:55:00-04:00,1.088205,1.088425,1.088175,1.0884,-1.0,-1.0,-1
2024-06-05 09:00:00-04:00,1.0884,1.08867,1.08835,1.088395,-1.0,-1.0,-1
2024-06-05 09:05:00-04:00,1.088395,1.08861,1.088155,1.088265,-1.0,-1.0,-1
2024-06-05 09:10:00-04:00,1.088265,1.08841,1.088205,1.088305,-1.0,-1.0,-1
2024-06-05 09:15:00-04:00,1.088305,1.088415,1.08822,1.088405,-1.0,-1.0,-1
2024-06-05 09:20:00-04:00,1.088405,1.088765,1.088395,1.08861,-1.0,-1.0,-1
2024-06-05 09:25:00-04:00,1.08861,1.088705,1.088435,1.08861,-1.0,-1.0,-1
2024-06-05 09:30:00-04:00,1.08861,1.08903,1.088595,1.088745,-1.0,-1.0,-1
2024-06-05 09:35:00-04:00,1.088745,1.0888,1.08841,1.088785,-1.0,-1.0,-1
2024-06-05 09:40:00-04:00,1.088785,1.089015,1.08873,1.088875,-1.0,-1.0,-1
2024-06-05 09:45:00-04:00,1.088875,1.089185,1.08826,1.08861,-1.0,-1.0,-1
2024-06-05 09:50:00-04:00,1.08861,1.088865,1.088445,1.088825,-1.0,-1.0,-1
2024-06-05 09:55:00-04:00,1.088825,1.08903,1.088415,1.089005,-1.0,-1.0,-1
2024-06-05 10:00:00-04:00,1.089005,1.089055,1.086535,1.08699,-1.0,-1.0,-1
2024-06-05 10:05:00-04:00,1.08699,1.087385,1.0866,1.086635,-1.0,-1.0,-1
2024-06-05 10:10:00-04:00,1.086635,1.08678,1.0862,1.086505,-1.0,-1.0,-1
2024-06-05 10:15:00-04:00,1.086505,1.08692,1.08633,1.086735,-1.0,-1.0,-1
2024-06-05 10:20:00-04:00,1.086735,1.08741,1.086735,1.08735,-1.0,-1.0,-1
2024-06-05 10:25:00-04:00,1.08735,1.087495,1.086865,1.08701,-1.0,-1.0,-1
2024-06-05 10:30:00-04:00,1.08701,1.087625,1.08692,1.08747,-1.0,-1.0,-1
